No,Citiation,lat,lon,sitecode,logk,stage,Method,climate zone,Ecosystem,Vegetation,Litter.type,Aspect,Elevation,Slope,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Bulk density,Clay,pH,SOC,N,CEC,EVI,LAI,NPP,SFP,SBD,Initial.C,Initial.N,Initial.C.N
149,Valk.1983,-38.301285,145.195404,36,-0.285569643,mid,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Root,North,5,0.32242468,14.65,6.9,0.407999992,322.9,24.45,7.65,16.8,10.65,18.95,18.95,10.65,755.6,73.9,41.8,16.7,249.4593506,141.4,141.4,217,0.7,24.3,5.9,75.4,3.266,208,2357.31958,17.8861599,12710.79492,12.83564419,0.711852312,NA,14,NA
150,Valk.1983,-38.301285,145.195404,36,-0.185246466,mid,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Root,North,5,0.32242468,14.65,6.9,0.407999992,322.9,24.45,7.65,16.8,10.65,18.95,18.95,10.65,755.6,73.9,41.8,16.7,249.4593506,141.4,141.4,217,0.7,24.3,5.9,75.4,3.266,208,2357.31958,17.8861599,12710.79492,12.83564419,0.711852312,NA,13.7,NA
151,Woods.1983,-35.58333333,148.7833333,37,-0.405231887,mid,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,West,1125,6.846907139,6.15,10,0.417000008,498.5,19.55,-4.35,23.9,-0.35,6.45,12.55,-0.35,1090,110.5,60.6,18.2,296.7460327,206.7,250.7,328.6,0.84,16.8,5.1,95.1,4.63,245,2342.19458,22.67544556,15151.90039,17.77420938,0.638349056,NA,8.5,NA
152,Woods.1983,-35.58333333,148.7833333,37,-0.533354772,mid,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,West,1125,6.846907139,6.15,10,0.417000008,498.5,19.55,-4.35,23.9,-0.35,6.45,12.55,-0.35,1090,110.5,60.6,18.2,296.7460327,206.7,250.7,328.6,0.84,16.8,5.1,95.1,4.63,245,2342.19458,22.67544556,15151.90039,17.77420938,0.638349056,NA,5.3,NA
153,Woods.1983,-35.58333333,148.7833333,37,-0.552671386,mid,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,West,1125,6.846907139,6.15,10,0.417000008,498.5,19.55,-4.35,23.9,-0.35,6.45,12.55,-0.35,1090,110.5,60.6,18.2,296.7460327,206.7,250.7,328.6,0.84,16.8,5.1,95.1,4.63,245,2342.19458,22.67544556,15151.90039,17.77420938,0.638349056,NA,6.1,NA
154,Woods.1983,-35.58333333,148.7833333,37,-0.232866406,late,Directly,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,West,1125,6.846907139,6.15,10,0.417000008,498.5,19.55,-4.35,23.9,-0.35,6.45,12.55,-0.35,1090,110.5,60.6,18.2,296.7460327,206.7,250.7,328.6,0.84,16.8,5.1,95.1,4.63,245,2342.19458,22.67544556,15151.90039,17.77420938,0.638349056,NA,6.1,NA
155,Woods.1983,-35.58333333,148.7833333,37,-1.231583912,mid,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,West,1125,6.846907139,6.15,10,0.417000008,498.5,19.55,-4.35,23.9,-0.35,6.45,12.55,-0.35,1090,110.5,60.6,18.2,296.7460327,206.7,250.7,328.6,0.84,16.8,5.1,95.1,4.63,245,2342.19458,22.67544556,15151.90039,17.77420938,0.638349056,NA,6.5,NA
156,Berg CJB.1984,60.81666667,16.5,38,-0.525740017,late,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,0.7,12.2,4.4,197.5,10.29,421,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,NA,3.8,NA
157,Berg CJB.1984,60.81666667,16.5,38,-0.56764011,mid,Litter bag,Continental/microthermal climates,Forest,Broadleaved,Leaf,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,0.7,12.2,4.4,197.5,10.29,421,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,NA,7.6,NA
158,Berg SBB.1984,60.81666667,16.5,38,-0.747511056,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,515,5.7,90.35
159,Berg SBB.1984,60.81666667,16.5,38,-0.804100348,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,514,3.4,151.18
160,Berg SBB.1984,60.81666667,16.5,38,-0.778585762,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,515,2.9,177.59
161,Berg SBB.1984,60.81666667,16.5,38,-0.755772374,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,511,2.6,196.54
162,Berg SBB.1984,60.81666667,16.5,38,-0.781700874,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,NA,2.5,NA
163,Berg SBB.1984,60.81666667,16.5,38,-0.820132369,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Root,North,185,0.268047839,4.95,6.7,0.23599999,753.2,20.85,-7.45,28.3,15.05,-0.65,15.05,-4.35,763.2,103.1,36.6,31.1,231.330246,119,273.2,148.7,1.16,11.9,4.4,180.8,8.088,237,2611.962891,15.99821472,5946.799805,23.89635593,0.380525172,NA,2.6,NA
164,Edmonds.1984,47.322142,-121.580937,12,-0.712534195,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,North,1150,1.847413063,4.05,8.9,0.353999996,538.7,19.35,-5.75,25.1,-1.65,11.35,11.35,-2.15,2974.3,469.4,63,51.9,1031.985718,271.3,271.3,1100.9,0.86,4.1,4.9,99.4,7.843,242,2401.890381,13.06830311,6684.899902,18.54124665,0.532644391,495,4.5,110
165,Edmonds.1984,47.322142,-121.580937,12,-0.769321219,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,North,1150,1.847413063,4.05,8.9,0.353999996,538.7,19.35,-5.75,25.1,-1.65,11.35,11.35,-2.15,2974.3,469.4,63,51.9,1031.985718,271.3,271.3,1100.9,0.86,4.1,4.9,99.4,7.843,242,2401.890381,13.06830311,6684.899902,18.54124665,0.532644391,495,4.5,110
166,Moore.1984,54.71666667,-66.7,39,-0.710812532,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,450.8,4.6,98
167,Moore.1984,54.71666667,-66.7,39,-0.747608197,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,450.8,4.6,98
168,Moore.1984,54.71666667,-66.7,39,-0.70289635,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,450.8,4.6,98
169,Moore.1984,54.71666667,-66.7,39,-0.801893001,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Twig,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,2.5,192
170,Moore.1984,54.71666667,-66.7,39,-0.830590102,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Twig,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,2.5,192
171,Moore.1984,54.71666667,-66.7,39,-0.726373794,mid,Litter bag,Continental/microthermal climates,Forest,Coniferous,Twig,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,2.5,192
172,Moore.1984,54.71666667,-66.7,39,-1.246187216,early,Litter bag,Continental/microthermal climates,Forest,Grass,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480.7,1.9,253
173,Moore.1984,54.71666667,-66.7,39,-0.749019193,mid,Litter bag,Continental/microthermal climates,Forest,Grass,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480.7,1.9,253
174,Moore.1984,54.71666667,-66.7,39,-1.220981028,early,Litter bag,Continental/microthermal climates,Forest,Grass,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480.7,1.9,253
175,Moore.1984,54.71666667,-66.7,39,-0.489575644,mid,Litter bag,Continental/microthermal climates,Forest,Broadleaved,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,7.5,64
176,Moore.1984,54.71666667,-66.7,39,-0.462281623,mid,Litter bag,Continental/microthermal climates,Forest,Broadleaved,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,7.5,64
177,Moore.1984,54.71666667,-66.7,39,-0.398722443,mid,Litter bag,Continental/microthermal climates,Forest,Broadleaved,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,480,7.5,64
178,Moore.1984,54.71666667,-66.7,39,-0.78526209,mid,Litter bag,Continental/microthermal climates,Forest,Shrub,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,479.7,12.3,39
179,Moore.1984,54.71666667,-66.7,39,-0.784997293,mid,Litter bag,Continental/microthermal climates,Forest,Shrub,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,479.7,12.3,39
180,Moore.1984,54.71666667,-66.7,39,-0.623514291,mid,Litter bag,Continental/microthermal climates,Forest,Shrub,Leaf,South,564,3.931292295,-4.15,6,0.144000006,1208.3,15.35,-26.25,41.6,10.25,-20.25,10.65,-20.25,1109.1,140.2,49.7,31.4,286.0848999,179.4,370.4,179.4,0.78,16.4,5.4,50.7,9.499,355,888.4898682,2.775058985,1848.275635,16.42749757,0.575835407,479.7,12.3,39
181,Pandey.1984,29.4,79.46666667,28,0.261093878,late,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,11.06,NA
182,Pandey.1984,29.4,79.46666667,28,-0.049532913,late,Litter bag,Dry-winter subtropical climates,Forest,Coniferous,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,9.32,NA
183,Pandey.1984,29.4,79.46666667,28,-0.049532913,late,Litter bag,Dry-winter subtropical climates,Forest,Coniferous,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,8.33,NA
184,Pandey.1984,29.4,79.46666667,28,0.950413539,late,Litter bag,Dry-winter subtropical climates,Forest,Shrub,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,25.62,NA
185,Pandey.1984,29.4,79.46666667,28,0.459543258,late,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,19.09,NA
186,Pandey.1984,29.4,79.46666667,28,0.130934931,late,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,10.78,NA
187,Pandey.1984,29.4,79.46666667,28,0.14237695,late,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,2276,16.49902725,13.05,10.6,0.415999985,523.8,24.35,-1.05,25.4,17.65,9.35,18.65,5.65,2086.1,648.2,13.1,120.7,1303.227905,104.2,886.6,159.3,0.99,26.7,5.5,94,7.098,261,3075.633301,32.49687576,550.5999756,15.11176527,0.780021191,NA,9.79,NA
188,Parker. 1984,32.3,-106.7666667,40,0.218795374,mid,Litter bag,Arid climates,Desert,Grass,Root,South,1500,0.741078913,18.15,13.8,0.411999989,765.1,35.05,1.45,33.6,26.45,18.55,27.75,8.25,201.2,41.9,5.3,66.4,132.0185242,20.5,91.9,35.3,NA,NA,NA,NA,NA,NA,1137.137329,1.829080343,950.3693237,11.86683476,0.533714116,NA,NA,64
189,Parker. 1984,32.3,-106.7666667,40,0.446162667,mid,Litter bag,Arid climates,Desert,Grass,Leaf,South,1500,0.741078913,18.15,13.8,0.411999989,765.1,35.05,1.45,33.6,26.45,18.55,27.75,8.25,201.2,41.9,5.3,66.4,132.0185242,20.5,91.9,35.3,1.462255249,NA,NA,NA,NA,NA,1137.137329,1.829080343,950.3693237,11.86683476,0.533714116,NA,NA,30
190,Schwintzer. 1984,42.48333333,-72.18333333,41,-0.958567835,mid,Litter bag,Continental/microthermal climates,Wetland,Broadleaved,Leaf,North,329,1.014086127,8.65,9.1,0.254999995,903.3,26.15,-9.55,35.7,20.15,-3.15,20.15,-3.15,1225.1,113.7,88.2,7.9,294.535675,274.2,327.7,274.2,1.13,10.1,5.3,154.7,13.381,512,3756.08667,20.20624924,6715.100098,21.93417102,0.693957329,488.41,16.9,28.9
191,Schwintzer. 1984,42.48333333,-72.18333333,41,-0.674381727,mid,Litter bag,Continental/microthermal climates,Forest,Broadleaved,Leaf,North,329,1.014086127,8.65,9.1,0.254999995,903.3,26.15,-9.55,35.7,20.15,-3.15,20.15,-3.15,1225.1,113.7,88.2,7.9,294.535675,274.2,327.7,274.2,1.13,10.1,5.3,154.7,13.381,512,3756.08667,20.20624924,6715.100098,21.93417102,0.693957329,488.41,16.9,28.9
192,Bridson. 1985,54.5,-3.25,42,-0.791854365,early,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,362,3.888242006,7.45,5.2,0.328999996,392.1,15.55,-0.25,15.8,5.55,8.65,12.65,2.85,1849,223.4,102.8,24.8,584.4911499,325.1,377.7,515.2,0.89,11.5,4.6,286.5,14.171,455,2645.88916,8.77767849,6461.600098,15.96383452,0.601833761,NA,NA,NA
193,Bridson. 1985,54.5,-3.25,42,0.702775078,late,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,362,3.888242006,7.45,5.2,0.328999996,392.1,15.55,-0.25,15.8,5.55,8.65,12.65,2.85,1849,223.4,102.8,24.8,584.4911499,325.1,377.7,515.2,0.89,11.5,4.6,286.5,14.171,455,2645.88916,8.77767849,6461.600098,15.96383452,0.601833761,NA,NA,NA
194,Bridson. 1985,54.5,-3.25,42,-0.224142078,mid,Litter bag,Dry-winter subtropical climates,Forest,Broadleaved,Leaf,East,362,3.888242006,7.45,5.2,0.328999996,392.1,15.55,-0.25,15.8,5.55,8.65,12.65,2.85,1849,223.4,102.8,24.8,584.4911499,325.1,377.7,515.2,0.89,11.5,4.6,286.5,14.171,455,2645.88916,8.77767849,6461.600098,15.96383452,0.601833761,NA,NA,NA
195,Buth. 1985,55.5,11.75,43,0.288723068,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,33.71
196,Buth. 1985,55.5,11.75,43,0.265086813,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,33.71
197,Buth. 1985,55.5,11.75,43,0.257865689,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,42
198,Buth. 1985,55.5,11.75,43,0.240838681,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,42
199,Buth. 1985,55.5,11.75,43,0.283511539,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,22.25
200,Buth. 1985,55.5,11.75,43,0.584872624,late,Litter bag,Dry-winter subtropical climates,Wetland,Grass,Mixture,West,32,0.532803655,8.35,6.1,0.272000003,593.7,20.95,-1.55,22.5,16.15,3.55,16.15,1.05,664.1,67.9,34.1,20.2,181.8490906,117.4,199.4,150.6,1.25,15.8,6.4,68.1,5.867,314,3631.38623,12.31428528,6450.100098,21.41374052,0.527571499,NA,NA,22.25
201,Caro. 1985,18.45,-66.6,44,-0.178597843,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,8.18,NA
202,Caro. 1985,18.45,-66.6,44,0.373333212,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,11.08,NA
203,Caro. 1985,18.45,-66.6,44,0.760067212,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,16.34,NA
204,Caro. 1985,18.45,-66.6,44,0.147969876,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,9.3,NA
205,Caro. 1985,18.45,-66.6,44,0.328760718,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,17.2,NA
206,Caro. 1985,18.45,-66.6,44,0.344470872,late,Directly,Tropical megathermal climates,Forest,Broadleaved,Leaf,East,500,1.893532872,25.85,6.1,0.638999987,116.2,30.85,21.35,9.5,26.35,24.45,27.35,24.45,1766.4,214.8,79.7,30.2,515.7244263,285.8,368.7,285.8,1.32,46.5,5.1,59,4.975,241,4898.874512,51.84642792,15571.2002,13.85270357,1.041500807,NA,10.66,NA
207,Christensen. 1985,55.46666667,9.1,45,-0.078136722,mid,Litter bag,Dry-winter subtropical climates,Farmland,Grass,Leaf,North,64,0.183288395,8.15,6.2,0.293000007,559.8,20.05,-1.25,21.3,12.65,7.05,15.45,1.25,984,119.1,44.6,23.3,283.8857727,176.8,252.4,246.8,0.92,5.8,5.4,95.9,5.131,283,3475.533936,11.77901745,6504.299805,19.11961138,0.475490183,423,4.5,94
208,Christensen. 1985,55.46666667,9.1,45,0.017154424,late,Litter bag,Dry-winter subtropical climates,Farmland,Grass,Leaf,North,64,0.183288395,8.15,6.2,0.293000007,559.8,20.05,-1.25,21.3,12.65,7.05,15.45,1.25,984,119.1,44.6,23.3,283.8857727,176.8,252.4,246.8,0.92,5.8,5.4,95.9,5.131,283,3475.533936,11.77901745,6504.299805,19.11961138,0.475490183,423,4.5,94
209,Christensen. 1985,55.46666667,9.1,45,-0.039533979,mid,Litter bag,Dry-winter subtropical climates,Farmland,Grass,Leaf,North,64,0.183288395,8.15,6.2,0.293000007,559.8,20.05,-1.25,21.3,12.65,7.05,15.45,1.25,984,119.1,44.6,23.3,283.8857727,176.8,252.4,246.8,0.92,5.8,5.4,95.9,5.131,283,3475.533936,11.77901745,6504.299805,19.11961138,0.475490183,424,7,60.57
210,Christensen. 1985,55.46666667,9.1,45,0.033729263,late,Litter bag,Dry-winter subtropical climates,Farmland,Grass,Leaf,North,64,0.183288395,8.15,6.2,0.293000007,559.8,20.05,-1.25,21.3,12.65,7.05,15.45,1.25,984,119.1,44.6,23.3,283.8857727,176.8,252.4,246.8,0.92,5.8,5.4,95.9,5.131,283,3475.533936,11.77901745,6504.299805,19.11961138,0.475490183,424,7,60.57
211,Christensen. 1985,55.46666667,9.1,45,0.061203593,late,Litter bag,Dry-winter subtropical climates,Farmland,Grass,Leaf,North,64,0.183288395,8.15,6.2,0.293000007,559.8,20.05,-1.25,21.3,12.65,7.05,15.45,1.25,984,119.1,44.6,23.3,283.8857727,176.8,252.4,246.8,0.92,5.8,5.4,95.9,5.131,283,3475.533936,11.77901745,6504.299805,19.11961138,0.475490183,423,4.5,94
